npf,nome,nome_sessao,quarto_jg,vel_max,dist_total,sprints,zv1,zv2,zv3,zv4,zv5,dcel1,dcel2,dcel3,dcel4,acel1,acel2,acel3,acel4,fc1,fc2,fc3,fc4,fc5,trimp,temp
703343,Winicius Braga,26.04.12_Unifacisa,4,19.5,792,0,376,305,55,12,0,39,86,20,2,47,89,13,0,10,15,4,3,1,73,25/26
709501,Yuri Neptune,26.04.12_Unifacisa,4,24.9,1515,1,521,510,344,61,5,65,143,34,5,80,115,38,0,5,8,4,7,9,108,25/26
692169,Alexandre Paranhos,26.04.14_Fortaleza,1,25.1,795,1,232,327,170,27,6,37,58,26,4,31,58,28,0,1,2,3,5,3,51,25/26
723898,Erik McCree,26.04.14_Fortaleza,1,24.0,590,1,140,272,113,45,1,26,43,9,2,28,42,14,0,4,1,1,1,1,16,25/26
713017,Fernando Fernandes,26.04.14_Fortaleza,1,26.1,399,1,83,150,85,53,12,13,29,14,2,14,36,10,0,1,3,3,4,2,40,25/26
723896,Jordan Williams,26.04.14_Fortaleza,1,20.5,724,0,234,306,132,23,0,35,47,19,2,34,47,17,0,4,2,1,4,4,44,25/26
719433,Juan Arengo,26.04.14_Fortaleza,1,26.1,1087,4,283,447,197,89,44,58,69,22,5,57,55,32,0,4,2,2,7,2,51,25/26
712072,Lucas Rodriguez,26.04.14_Fortaleza,1,24.8,465,1,118,198,108,22,3,24,26,13,1,26,35,7,0,3,0,1,2,1,21,25/26
690902,Murilo Ferraz,26.04.14_Fortaleza,1,4.5,12,0,6,0,0,0,0,4,4,0,0,4,5,0,0,14,0,0,0,0,14,25/26
723475,Rafael Rachel,26.04.14_Fortaleza,1,23.6,1170,0,331,416,297,88,0,40,86,26,5,41,98,23,0,1,3,2,8,2,56,25/26
723467,Ricardo Fischer,26.04.14_Fortaleza,1,20.2,595,0,209,217,127,16,0,41,36,11,0,35,37,11,0,1,1,1,3,1,25,25/26
724919,Tim Frazier,26.04.14_Fortaleza,1,22.2,709,0,297,268,87,30,0,35,47,18,3,42,42,16,0,3,4,3,2,1,35,25/26
703342,Vinci Oliveira,26.04.14_Fortaleza,1,5.8,24,0,17,0,0,0,0,0,12,0,0,5,11,0,0,4,1,0,1,0,10,25/26
709501,Yuri Neptune,26.04.14_Fortaleza,1,22.3,632,0,173,239,144,53,0,28,42,12,5,23,46,15,0,2,2,2,3,4,47,25/26
692169,Alexandre Paranhos,26.04.14_Fortaleza,2,19.0,471,0,157,221,67,3,0,32,42,8,0,20,48,10,0,2,1,1,2,1,20,25/26
723898,Erik McCree,26.04.14_Fortaleza,2,26.0,1123,2,314,534,189,40,16,60,74,25,3,64,71,24,0,4,2,4,4,2,46,25/26
713017,Fernando Fernandes,26.04.14_Fortaleza,2,26.0,696,3,244,184,131,89,15,32,59,12,7,23,64,14,1,4,3,3,3,0,30,25/26
723896,Jordan Williams,26.04.14_Fortaleza,2,4.3,5,0,3,0,0,0,0,0,2,0,0,1,2,0,0,6,0,0,0,0,6,25/26
719433,Juan Arengo,26.04.14_Fortaleza,2,26.8,1019,5,341,290,194,112,49,35,64,24,6,41,62,27,0,6,2,3,5,2,48,25/26
712072,Lucas Rodriguez,26.04.14_Fortaleza,2,26.0,600,2,187,231,99,44,16,32,41,18,3,23,49,13,0,10,1,1,2,3,39,25/26
690902,Murilo Ferraz,26.04.14_Fortaleza,2,4.8,21,0,8,0,0,0,0,10,14,0,0,10,14,0,0,6,0,0,0,0,6,25/26
723475,Rafael Rachel,26.04.14_Fortaleza,2,25.4,971,2,282,337,233,77,8,47,60,18,10,40,64,30,0,4,4,3,7,2,56,25/26
723467,Ricardo Fischer,26.04.14_Fortaleza,2,26.2,1041,1,431,356,146,51,13,54,77,18,4,52,70,17,0,5,3,3,4,4,54,25/26
724919,Tim Frazier,26.04.14_Fortaleza,2,21.6,428,0,191,183,24,14,0,30,29,5,2,24,29,4,0,10,4,2,2,1,33,25/26
703342,Vinci Oliveira,26.04.14_Fortaleza,2,24.5,573,1,188,201,117,37,5,22,58,14,5,24,55,16,0,1,1,2,3,2,32,25/26
709501,Yuri Neptune,26.04.14_Fortaleza,2,25.5,1060,1,303,466,216,36,4,57,73,25,3,34,71,29,0,4,2,1,2,10,70,25/26
692169,Alexandre Paranhos,26.04.14_Fortaleza,3,22.7,1231,0,428,624,109,18,0,74,97,32,3,60,92,37,0,3,4,5,4,1,43,25/26
723898,Erik McCree,26.04.14_Fortaleza,3,19.5,426,0,199,191,8,4,0,35,41,5,1,33,41,7,0,3,4,2,1,0,21,25/26
713017,Fernando Fernandes,26.04.14_Fortaleza,3,28.9,600,1,162,235,114,33,27,29,48,15,2,22,43,19,0,4,2,2,1,3,34,25/26
723896,Jordan Williams,26.04.14_Fortaleza,3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/26
719433,Juan Arengo,26.04.14_Fortaleza,3,24.1,1080,1,353,397,194,93,1,44,80,24,8,58,81,23,0,4,2,3,6,3,54,25/26
712072,Lucas Rodriguez,26.04.14_Fortaleza,3,26.2,1376,9,349,530,291,109,54,57,93,36,10,56,99,38,1,2,1,2,3,10,74,25/26
690902,Murilo Ferraz,26.04.14_Fortaleza,3,20.6,277,0,122,75,53,5,0,27,27,5,1,23,28,5,0,4,0,1,2,1,18,25/26
723475,Rafael Rachel,26.04.14_Fortaleza,3,25.0,1123,1,337,439,259,56,3,58,76,18,4,46,72,20,1,3,3,2,6,4,57,25/26
723467,Ricardo Fischer,26.04.14_Fortaleza,3,24.5,344,1,186,89,33,5,1,26,33,8,1,30,37,7,0,3,1,2,2,0,20,25/26
724919,Tim Frazier,26.04.14_Fortaleza,3,5.6,17,0,13,0,0,0,0,1,5,0,0,1,5,0,0,0,0,0,0,0,1,25/26
703342,Vinci Oliveira,26.04.14_Fortaleza,3,19.5,127,0,48,48,13,5,0,9,22,6,0,10,23,3,0,15,1,0,0,0,19,25/26
709501,Yuri Neptune,26.04.14_Fortaleza,3,25.5,1117,2,326,447,209,83,12,56,84,19,10,43,84,26,1,3,2,2,5,8,69,25/26
692169,Alexandre Paranhos,26.04.14_Fortaleza,4,5.5,5,0,2,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,4,25/26
723898,Erik McCree,26.04.14_Fortaleza,4,19.7,607,0,189,284,105,6,0,45,48,12,0,39,49,9,0,1,1,3,1,0,21,25/26
713017,Fernando Fernandes,26.04.14_Fortaleza,4,26.6,1821,6,590,704,288,120,63,78,120,38,19,85,128,42,0,0,0,1,8,11,89,25/26
723896,Jordan Williams,26.04.14_Fortaleza,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/26
719433,Juan Arengo,26.04.14_Fortaleza,4,6.9,16,0,11,2,0,0,0,1,5,1,0,2,6,0,0,5,0,0,2,7,48,25/26
712072,Lucas Rodriguez,26.04.14_Fortaleza,4,26.5,955,3,354,330,150,54,28,55,75,13,10,52,72,22,0,5,3,4,5,4,60,25/26
690902,Murilo Ferraz,26.04.14_Fortaleza,4,21.5,1422,0,596,472,260,30,0,83,115,23,5,83,103,30,0,0,0,1,7,12,92,25/26
723475,Rafael Rachel,26.04.14_Fortaleza,4,6.0,20,0,15,0,0,0,0,0,9,0,0,2,7,0,0,14,0,0,0,0,14,25/26
723467,Ricardo Fischer,26.04.14_Fortaleza,4,23.3,484,0,219,145,71,25,0,24,41,11,1,27,39,12,0,2,2,2,2,1,27,25/26
724919,Tim Frazier,26.04.14_Fortaleza,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/26
703342,Vinci Oliveira,26.04.14_Fortaleza,4,26.1,1616,3,470,643,294,128,24,76,134,36,10,58,126,48,0,0,0,1,7,12,90,25/26
709501,Yuri Neptune,26.04.14_Fortaleza,4,21.8,987,0,305,380,218,38,0,42,85,26,2,34,88,24,0,6,1,2,4,7,65,25/26
692169,Alexandre Paranhos,26.04.21_Cruzeiro,1,26.0,1020,3,259,481,140,80,20,62,70,24,4,49,74,24,0,3,1,2,4,4,50,25/26
723898,Erik McCree,26.04.21_Cruzeiro,1,20.4,276,0,91,121,39,13,0,14,23,6,2,15,23,8,0,11,1,0,1,1,18,25/26
713017,Fernando Fernandes,26.04.21_Cruzeiro,1,9.3,36,0,21,5,0,0,0,3,18,1,0,4,18,0,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,26.04.21_Cruzeiro,1,22.4,1153,0,378,548,155,26,0,65,90,32,4,58,106,23,0,0,1,1,5,8,69,25/26
719433,Juan Arengo,26.04.21_Cruzeiro,1,25.5,1149,4,365,406,248,84,17,48,70,27,7,45,75,27,1,3,1,1,5,6,58,25/26
712072,Lucas Rodriguez,26.04.21_Cruzeiro,1,9.4,38,0,20,7,0,0,0,6,19,0,0,6,18,0,0,13,1,0,0,0,15,25/26
723475,Rafael Rachel,26.04.21_Cruzeiro,1,22.1,1054,0,269,426,244,82,0,53,82,26,4,45,76,28,0,1,3,1,4,8,63,25/26
723467,Ricardo Fischer,26.04.21_Cruzeiro,1,25.4,1152,2,337,454,257,61,13,73,67,24,5,54,67,30,0,3,1,1,1,11,65,25/26
724919,Tim Frazier,26.04.21_Cruzeiro,1,16.9,309,0,162,112,13,0,0,24,27,6,0,27,31,1,0,1,2,2,2,2,25,25/26
703342,Vinci Oliveira,26.04.21_Cruzeiro,1,7.7,23,0,10,5,0,0,0,4,11,1,0,6,9,1,0,2,0,0,0,0,2,25/26
703343,Winicius Braga,26.04.21_Cruzeiro,1,14.0,294,0,113,149,22,0,0,16,21,7,2,16,28,7,0,5,0,0,3,0,17,25/26
709501,Yuri Neptune,26.04.21_Cruzeiro,1,18.7,428,0,157,178,68,4,0,26,33,6,4,35,35,9,0,11,1,0,1,1,25,25/26
692169,Alexandre Paranhos,26.04.21_Cruzeiro,2,21.3,674,0,267,294,64,6,0,39,76,11,2,33,81,13,0,7,2,2,4,2,44,25/26
723898,Erik McCree,26.04.21_Cruzeiro,2,21.5,249,0,125,73,27,9,0,17,24,4,0,19,26,3,0,10,3,3,3,2,48,25/26
713017,Fernando Fernandes,26.04.21_Cruzeiro,2,14.5,104,0,67,6,5,0,0,8,43,3,0,12,41,2,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,26.04.21_Cruzeiro,2,24.0,963,0,395,366,113,28,0,43,103,22,6,51,98,26,0,9,4,3,8,2,68,25/26
719433,Juan Arengo,26.04.21_Cruzeiro,2,26.0,1053,1,364,366,180,91,7,48,94,23,4,55,84,23,0,10,4,4,5,4,68,25/26
712072,Lucas Rodriguez,26.04.21_Cruzeiro,2,23.9,476,0,174,144,91,38,0,23,53,9,2,30,48,11,0,14,1,3,2,1,36,25/26
723475,Rafael Rachel,26.04.21_Cruzeiro,2,23.5,1366,0,520,518,232,38,0,78,119,24,6,82,108,31,0,0,6,6,10,4,93,25/26
723467,Ricardo Fischer,26.04.21_Cruzeiro,2,25.1,619,1,292,167,99,22,3,33,40,14,3,43,39,9,0,9,10,2,2,3,62,25/26
724919,Tim Frazier,26.04.21_Cruzeiro,2,22.4,855,0,420,284,93,16,0,48,68,15,2,62,60,14,0,1,11,2,4,5,68,25/26
703342,Vinci Oliveira,26.04.21_Cruzeiro,2,6.9,54,0,37,2,0,0,0,5,30,1,0,8,27,1,0,2,0,0,0,0,2,25/26
703343,Winicius Braga,26.04.21_Cruzeiro,2,23.8,788,0,251,397,83,23,0,40,62,27,4,29,85,18,0,13,3,1,4,6,68,25/26
709501,Yuri Neptune,26.04.21_Cruzeiro,2,23.6,940,0,325,309,208,54,0,49,76,21,5,38,82,25,0,7,5,4,6,4,72,25/26
692169,Alexandre Paranhos,26.04.21_Cruzeiro,3,19.8,950,0,291,445,158,23,0,52,78,16,4,38,89,17,0,4,2,1,3,6,54,25/26
723898,Erik McCree,26.04.21_Cruzeiro,3,20.0,604,0,207,282,77,8,0,38,53,18,1,43,54,12,0,0,2,2,3,3,37,25/26
713017,Fernando Fernandes,26.04.21_Cruzeiro,3,8.3,62,0,37,4,0,0,0,11,30,2,0,9,35,0,0,1,0,0,0,0,2,25/26
723896,Jordan Williams,26.04.21_Cruzeiro,3,20.6,725,0,243,352,83,15,0,37,56,21,2,29,63,18,0,7,3,1,2,5,53,25/26
719433,Juan Arengo,26.04.21_Cruzeiro,3,26.1,1010,2,302,346,215,89,14,46,83,18,17,51,76,35,0,3,3,3,3,6,62,25/26
712072,Lucas Rodriguez,26.04.21_Cruzeiro,3,5.6,15,0,8,0,0,0,0,4,9,0,0,6,7,0,0,9,0,0,0,0,10,25/26
723475,Rafael Rachel,26.04.21_Cruzeiro,3,23.2,958,0,295,383,189,50,0,55,83,28,4,50,91,19,0,0,7,2,6,3,60,25/26
723467,Ricardo Fischer,26.04.21_Cruzeiro,3,25.9,1388,3,513,503,242,71,10,73,94,24,9,74,85,29,0,0,2,2,4,10,78,25/26
724919,Tim Frazier,26.04.21_Cruzeiro,3,20.4,408,0,178,144,49,8,0,29,35,10,1,30,34,5,0,0,11,2,3,2,51,25/26
703342,Vinci Oliveira,26.04.21_Cruzeiro,3,9.0,31,0,16,5,0,0,0,4,20,1,0,7,20,0,0,1,0,0,0,0,1,25/26
703343,Winicius Braga,26.04.21_Cruzeiro,3,19.9,493,0,151,233,81,4,0,29,40,17,1,18,49,12,0,10,1,1,3,1,33,25/26
709501,Yuri Neptune,26.04.21_Cruzeiro,3,26.9,678,1,190,283,133,31,16,43,57,11,4,32,51,15,0,1,1,3,5,6,61,25/26
692169,Alexandre Paranhos,26.04.21_Cruzeiro,4,23.3,1001,0,434,348,126,25,0,37,125,20,3,52,118,26,0,6,4,4,5,3,57,25/26
723898,Erik McCree,26.04.21_Cruzeiro,4,25.9,821,1,355,307,83,26,8,37,75,17,2,48,73,15,0,3,5,5,4,2,58,25/26
713017,Fernando Fernandes,26.04.21_Cruzeiro,4,8.3,140,0,89,17,0,0,0,21,36,5,0,26,44,0,0,3,3,2,2,2,36,25/26
723896,Jordan Williams,26.04.21_Cruzeiro,4,23.6,645,0,285,231,77,9,0,44,63,14,2,42,62,13,0,10,4,3,5,1,54,25/26
719433,Juan Arengo,26.04.21_Cruzeiro,4,26.5,1827,3,659,586,327,157,21,75,145,39,16,87,127,49,1,0,3,9,8,9,109,25/26
712072,Lucas Rodriguez,26.04.21_Cruzeiro,4,11.9,135,0,75,33,0,0,0,16,25,3,0,24,28,0,0,8,2,1,0,1,18,25/26
723475,Rafael Rachel,26.04.21_Cruzeiro,4,28.3,1080,1,424,412,139,35,18,56,96,27,3,61,107,17,2,3,11,7,7,1,79,25/26
723467,Ricardo Fischer,26.04.21_Cruzeiro,4,25.9,1159,2,481,396,133,66,8,71,98,24,6,78,89,24,0,6,7,2,5,8,87,25/26
724919,Tim Frazier,26.04.21_Cruzeiro,4,22.1,447,0,167,198,44,12,0,23,43,13,0,30,40,7,0,0,0,2,2,4,35,25/26
703342,Vinci Oliveira,26.04.21_Cruzeiro,4,7.7,108,0,74,12,0,0,0,9,36,2,0,9,38,1,0,2,0,0,0,0,2,25/26
703343,Winicius Braga,26.04.21_Cruzeiro,4,23.3,611,0,257,246,70,13,0,32,59,16,1,30,66,12,0,16,2,2,4,2,55,25/26
709501,Yuri Neptune,26.04.21_Cruzeiro,4,26.2,536,1,171,210,90,29,10,34,39,11,2,31,41,13,1,19,2,3,2,1,48,25/26
692169,Alexandre Paranhos,26.04.24_Cruzeiro,1,20.5,778,0,252,383,89,19,0,62,65,21,4,57,76,19,0,2,2,1,5,3,43,25/26
723898,Erik McCree,26.04.24_Cruzeiro,1,24.0,954,1,378,394,95,47,1,46,85,16,5,57,85,20,0,6,3,4,4,1,40,25/26
713017,Fernando Fernandes,26.04.24_Cruzeiro,1,5.9,88,0,65,0,0,0,0,10,36,0,0,11,34,0,0,1,0,0,0,0,1,25/26
723896,Jordan Williams,26.04.24_Cruzeiro,1,22.0,865,0,306,400,99,20,0,56,74,17,4,53,70,23,0,7,3,2,4,6,61,25/26
719433,Juan Arengo,26.04.24_Cruzeiro,1,7.6,130,0,94,17,0,0,0,10,21,1,0,27,6,0,0,0,1,1,1,0,10,25/26
712072,Lucas Rodriguez,26.04.24_Cruzeiro,1,6.5,43,0,28,1,0,0,0,6,18,0,0,6,18,0,0,5,0,0,0,0,5,25/26
723475,Rafael Rachel,26.04.24_Cruzeiro,1,25.9,658,1,203,263,125,34,6,46,52,16,5,32,57,19,0,1,13,1,3,4,61,25/26
723467,Ricardo Fischer,26.04.24_Cruzeiro,1,26.2,682,2,182,266,140,58,15,36,46,16,5,25,51,20,0,12,1,0,1,6,53,25/26
724919,Tim Frazier,26.04.24_Cruzeiro,1,19.9,715,0,304,292,59,15,0,45,73,12,2,53,76,6,0,2,1,2,4,2,36,25/26
703343,Winicius Braga,26.04.24_Cruzeiro,1,21.2,676,0,270,285,66,22,0,39,68,7,5,37,70,13,0,7,1,3,4,2,43,25/26
709501,Yuri Neptune,26.04.24_Cruzeiro,1,22.3,793,0,287,293,141,41,0,29,63,20,3,46,55,20,0,1,1,1,6,3,43,25/26
692169,Alexandre Paranhos,26.04.24_Cruzeiro,2,26.1,923,1,304,384,157,21,8,65,84,23,5,45,100,22,0,3,5,3,3,1,40,25/26
723898,Erik McCree,26.04.24_Cruzeiro,2,24.7,680,1,272,272,61,39,2,44,58,13,5,43,58,12,0,12,2,2,2,2,39,25/26
713017,Fernando Fernandes,26.04.24_Cruzeiro,2,14.2,110,0,64,9,4,0,0,15,41,1,0,21,34,1,0,0,0,0,0,0,0,25/26
723896,Jordan Williams,26.04.24_Cruzeiro,2,26.0,740,1,293,302,74,15,18,38,57,24,5,38,68,15,0,12,2,3,4,3,57,25/26
719433,Juan Arengo,26.04.24_Cruzeiro,2,26.3,935,2,353,357,120,49,11,50,74,21,6,50,71,25,0,3,9,3,3,7,79,25/26
712072,Lucas Rodriguez,26.04.24_Cruzeiro,2,6.1,57,0,41,1,0,0,0,10,20,1,0,12,18,1,0,4,0,0,0,0,5,25/26
723475,Rafael Rachel,26.04.24_Cruzeiro,2,25.7,1251,3,456,433,217,79,16,70,102,26,8,49,115,24,0,0,8,4,8,6,86,25/26
723467,Ricardo Fischer,26.04.24_Cruzeiro,2,26.0,881,1,336,254,168,64,9,54,68,14,8,49,68,20,0,11,2,3,3,5,63,25/26
724919,Tim Frazier,26.04.24_Cruzeiro,2,26.0,794,1,339,308,90,14,11,32,64,14,6,51,59,14,0,0,10,5,5,3,71,25/26
703343,Winicius Braga,26.04.24_Cruzeiro,2,21.0,358,0,102,166,55,17,0,14,36,7,3,17,34,8,0,17,1,1,1,3,40,25/26
709501,Yuri Neptune,26.04.24_Cruzeiro,2,26.0,1693,2,534,615,364,112,14,66,105,39,8,57,112,42,0,0,0,5,3,16,111,25/26
692169,Alexandre Paranhos,26.04.24_Cruzeiro,3,24.3,915,1,313,375,146,38,2,53,74,18,9,34,82,24,0,3,3,2,4,5,60,25/26
723898,Erik McCree,26.04.24_Cruzeiro,3,23.6,735,0,212,322,148,26,0,37,53,21,3,36,52,18,0,10,1,1,1,2,26,25/26
713017,Fernando Fernandes,26.04.24_Cruzeiro,3,14.1,100,0,64,10,4,0,0,12,29,3,0,16,30,1,0,1,0,0,0,0,1,25/26
723896,Jordan Williams,26.04.24_Cruzeiro,3,23.2,882,0,342,356,116,26,0,44,76,19,5,47,73,23,0,4,4,4,6,1,53,25/26
719433,Juan Arengo,26.04.24_Cruzeiro,3,26.4,1335,2,466,475,221,81,24,74,97,34,5,80,105,29,0,0,2,5,4,11,89,25/26
712072,Lucas Rodriguez,26.04.24_Cruzeiro,3,6.3,50,0,33,1,0,0,0,5,24,0,0,11,18,0,0,2,0,0,0,0,2,25/26
723475,Rafael Rachel,26.04.24_Cruzeiro,3,22.0,757,0,279,285,126,27,0,36,77,20,4,37,83,18,0,6,5,4,4,3,59,25/26
723467,Ricardo Fischer,26.04.24_Cruzeiro,3,22.0,673,0,283,215,96,47,0,45,49,10,1,40,50,11,0,8,2,1,2,4,47,25/26
724919,Tim Frazier,26.04.24_Cruzeiro,3,19.2,740,0,296,337,73,5,0,42,61,13,2,45,56,12,0,1,10,3,4,2,54,25/26
703343,Winicius Braga,26.04.24_Cruzeiro,3,21.2,465,0,174,208,51,8,0,32,40,11,3,30,44,10,0,8,0,1,3,1,28,25/26
709501,Yuri Neptune,26.04.24_Cruzeiro,3,23.0,781,0,250,309,151,42,0,35,62,18,2,38,69,14,0,6,0,1,4,2,38,25/26
692169,Alexandre Paranhos,26.04.24_Cruzeiro,4,19.9,837,0,378,289,116,11,0,43,76,14,3,41,69,18,1,4,3,3,6,2,50,25/26
723898,Erik McCree,26.04.24_Cruzeiro,4,19.0,775,0,330,337,71,3,0,43,70,16,1,53,70,8,0,6,3,2,2,3,42,25/26
713017,Fernando Fernandes,26.04.24_Cruzeiro,4,22.0,502,0,253,122,58,25,0,26,67,8,2,36,55,10,0,2,1,1,2,0,17,25/26
723896,Jordan Williams,26.04.24_Cruzeiro,4,25.4,1037,1,425,457,81,23,4,58,84,20,5,49,88,20,0,2,4,5,7,3,68,25/26
719433,Juan Arengo,26.04.24_Cruzeiro,4,29.4,1299,3,471,434,226,64,36,82,100,24,11,65,109,25,1,2,7,5,6,7,94,25/26
712072,Lucas Rodriguez,26.04.24_Cruzeiro,4,24.3,581,1,230,140,130,39,2,27,49,12,3,30,58,9,0,2,3,1,2,1,26,25/26
723475,Rafael Rachel,26.04.24_Cruzeiro,4,26.0,822,1,360,242,128,51,8,37,61,15,5,36,69,13,0,9,10,4,5,0,60,25/26
723467,Ricardo Fischer,26.04.24_Cruzeiro,4,26.0,684,2,229,278,112,25,10,35,52,18,4,32,62,12,0,2,2,1,2,3,31,25/26
724919,Tim Frazier,26.04.24_Cruzeiro,4,20.8,590,0,246,268,38,9,0,29,61,7,1,43,52,3,0,0,9,5,5,1,55,25/26
703343,Winicius Braga,26.04.24_Cruzeiro,4,23.2,824,0,304,386,76,18,0,55,86,10,5,47,83,16,0,11,3,4,3,5,64,25/26
709501,Yuri Neptune,26.04.24_Cruzeiro,4,26.0,721,1,270,232,155,23,8,30,62,12,7,29,63,18,0,12,4,3,5,0,51,25/26
692169,Alexandre Paranhos,26.04.26_Cruzeiro,1,25.5,476,1,157,209,60,14,3,30,48,15,2,21,65,10,0,3,2,1,3,3,32,25/26
723898,Erik McCree,26.04.26_Cruzeiro,1,22.7,462,0,147,189,79,25,0,21,41,7,3,23,44,8,0,1,2,1,5,1,35,25/26
713017,Fernando Fernandes,26.04.26_Cruzeiro,1,10.6,116,0,73,20,0,0,0,6,45,2,1,11,46,1,0,6,0,0,0,0,6,25/26
723896,Jordan Williams,26.04.26_Cruzeiro,1,25.4,976,2,332,413,142,43,6,59,70,25,3,49,72,29,0,2,4,1,5,6,61,25/26
719433,Juan Arengo,26.04.26_Cruzeiro,1,26.0,1181,1,426,456,176,72,9,79,83,16,7,54,80,24,0,0,4,3,5,4,59,25/26
712072,Lucas Rodriguez,26.04.26_Cruzeiro,1,26.0,508,1,129,192,111,44,11,18,53,13,5,22,49,13,0,9,3,1,0,3,32,25/26
723475,Rafael Rachel,26.04.26_Cruzeiro,1,25.9,1256,1,344,494,264,110,4,69,87,29,8,57,94,31,0,0,0,2,7,9,75,25/26
723467,Ricardo Fischer,26.04.26_Cruzeiro,1,24.8,824,1,250,371,129,40,4,59,44,14,5,44,49,22,0,0,0,2,4,8,63,25/26
724919,Tim Frazier,26.04.26_Cruzeiro,1,20.8,579,0,160,337,50,11,0,32,42,17,1,39,50,9,0,1,5,3,2,2,37,25/26
703342,Vinci Oliveira,26.04.26_Cruzeiro,1,8.9,111,0,76,15,0,0,0,2,43,7,0,8,49,0,0,9,0,0,0,0,10,25/26
703343,Winicius Braga,26.04.26_Cruzeiro,1,23.6,1031,0,331,492,140,31,0,51,81,26,3,50,90,20,0,1,4,3,4,5,58,25/26
709501,Yuri Neptune,26.04.26_Cruzeiro,1,20.2,291,0,112,85,69,6,0,17,37,7,1,12,39,6,0,0,1,4,5,4,52,25/26
692169,Alexandre Paranhos,26.04.26_Cruzeiro,2,22.0,767,0,254,316,126,27,0,42,80,19,4,45,87,16,0,9,3,3,4,4,59,25/26
723898,Erik McCree,26.04.26_Cruzeiro,2,24.0,1265,0,481,524,147,55,0,76,114,20,4,71,117,22,0,3,6,6,3,2,52,25/26
713017,Fernando Fernandes,26.04.26_Cruzeiro,2,7.5,104,0,67,6,0,0,0,9,46,2,0,19,42,1,0,2,0,0,0,0,2,25/26
723896,Jordan Williams,26.04.26_Cruzeiro,2,23.9,1179,0,479,463,135,47,0,70,88,29,6,65,94,25,0,4,1,3,11,7,91,25/26
719433,Juan Arengo,26.04.26_Cruzeiro,2,26.0,1131,3,483,396,131,47,26,73,82,18,9,68,84,22,1,1,9,4,3,8,85,25/26
712072,Lucas Rodriguez,26.04.26_Cruzeiro,2,14.4,83,0,50,5,10,0,0,2,29,2,1,7,28,0,0,19,4,0,0,0,28,25/26
723475,Rafael Rachel,26.04.26_Cruzeiro,2,26.5,882,2,371,288,107,40,23,51,83,27,3,51,88,15,1,0,8,8,5,4,82,25/26
723467,Ricardo Fischer,26.04.26_Cruzeiro,2,22.7,1020,0,503,333,87,48,0,60,76,21,7,57,86,19,0,4,6,4,4,4,64,25/26
724919,Tim Frazier,26.04.26_Cruzeiro,2,18.4,542,0,180,273,53,3,0,44,54,12,1,36,60,7,0,1,10,8,3,1,61,25/26
703342,Vinci Oliveira,26.04.26_Cruzeiro,2,11.4,127,0,83,12,0,0,0,6,57,5,1,13,60,2,0,5,0,0,0,0,6,25/26
703343,Winicius Braga,26.04.26_Cruzeiro,2,20.8,486,0,228,198,25,8,0,31,46,11,1,24,56,9,0,13,4,1,3,1,40,25/26
709501,Yuri Neptune,26.04.26_Cruzeiro,2,26.1,1085,2,333,403,260,29,16,62,82,26,3,42,79,26,0,4,4,5,6,3,68,25/26
692169,Alexandre Paranhos,26.04.26_Cruzeiro,3,26.0,1102,2,427,387,159,60,10,48,109,25,3,46,115,21,0,4,5,5,6,4,74,25/26
723898,Erik McCree,26.04.26_Cruzeiro,3,26.0,848,2,329,320,94,45,16,45,81,15,6,62,85,12,1,9,3,5,2,1,42,25/26
713017,Fernando Fernandes,26.04.26_Cruzeiro,3,6.9,73,0,44,2,0,0,0,12,39,0,0,15,38,0,0,4,1,0,0,0,6,25/26
723896,Jordan Williams,26.04.26_Cruzeiro,3,23.2,1482,0,592,582,185,39,0,85,117,34,7,68,134,34,1,2,7,4,11,6,103,25/26
719433,Juan Arengo,26.04.26_Cruzeiro,3,27.0,1619,3,638,535,260,67,37,79,126,35,5,88,122,28,0,0,7,5,5,13,115,25/26
712072,Lucas Rodriguez,26.04.26_Cruzeiro,3,6.7,51,0,33,1,0,0,0,4,25,2,0,8,24,0,0,12,0,0,0,0,12,25/26
723475,Rafael Rachel,26.04.26_Cruzeiro,3,25.3,1144,1,445,385,172,79,9,56,113,22,5,46,112,26,0,1,9,7,6,7,99,25/26
723467,Ricardo Fischer,26.04.26_Cruzeiro,3,21.3,408,0,198,109,60,11,0,26,36,5,3,33,34,12,0,18,3,2,2,1,41,25/26
724919,Tim Frazier,26.04.26_Cruzeiro,3,21.7,1144,0,372,517,155,44,0,71,108,27,4,82,120,16,0,1,7,6,5,3,68,25/26
703342,Vinci Oliveira,26.04.26_Cruzeiro,3,6.8,61,0,40,5,0,0,0,3,36,2,0,6,37,0,0,4,0,0,0,0,4,25/26
703343,Winicius Braga,26.04.26_Cruzeiro,3,17.6,605,0,241,255,78,0,0,30,64,15,1,31,71,11,0,19,1,2,3,1,44,25/26
