npf,nome,nome_sessao,quarto_jg,vel_max,dist_total,sprints,zv1,zv2,zv3,zv4,zv5,dcel1,dcel2,dcel3,dcel4,acel1,acel2,acel3,acel4,fc1,fc2,fc3,fc4,fc5,trimp,temp
692169,Alexandre Paranhos,25.10.18_Corinthians,1,26.1,497,1,170,212,69,11,10,22,48,15,4,26,47,16,0,0,0,0,4,1,21,25/26
713851,Danilo Fuzaro,25.10.18_Corinthians,1,23.8,526,0,130,228,104,40,0,36,38,11,2,38,29,18,0,5,3,1,3,2,36,25/26
723563,Darrell Davis,25.10.18_Corinthians,1,26.3,717,2,142,299,164,76,16,25,50,20,4,29,39,24,0,6,0,0,0,5,32,25/26
723898,Erik McCree,25.10.18_Corinthians,1,18.9,956,0,302,468,137,11,0,61,77,18,5,43,99,17,0,1,2,2,6,2,48,25/26
713017,Fernando Fernandes,25.10.18_Corinthians,1,6.0,52,0,39,0,0,0,0,1,30,0,0,3,28,0,0,2,0,0,0,0,2,25/26
719433,Juan Arengo,25.10.18_Corinthians,1,26.3,740,1,185,271,176,71,18,36,50,20,4,30,50,21,0,0,7,1,1,5,46,25/26
712072,Lucas Rodriguez,25.10.18_Corinthians,1,26.1,781,4,194,280,176,85,21,29,55,25,9,25,61,28,1,3,1,1,3,4,39,25/26
723475,Rafael Rachel,25.10.18_Corinthians,1,17.8,332,0,125,140,51,0,0,21,31,7,2,21,34,5,0,3,8,2,1,0,29,25/26
723467,Ricardo Fischer,25.10.18_Corinthians,1,26.1,865,1,251,327,210,47,6,40,48,23,5,37,55,21,0,4,1,1,1,7,49,25/26
703342,Vinci Oliveira,25.10.18_Corinthians,1,6.6,26,0,17,2,0,0,0,1,15,1,0,1,16,1,0,2,0,0,0,0,2,25/26
703343,Winicius Braga,25.10.18_Corinthians,1,20.1,791,0,226,441,94,9,0,37,52,21,5,35,71,13,0,4,1,2,3,5,46,25/26
709501,Yuri Neptune,25.10.18_Corinthians,1,26.4,936,1,241,370,234,47,14,37,64,24,4,32,71,27,0,0,3,1,1,8,56,25/26
692169,Alexandre Paranhos,25.10.18_Corinthians,2,18.0,842,0,399,315,85,0,0,43,80,20,4,49,82,19,0,6,3,2,3,4,51,25/26
713851,Danilo Fuzaro,25.10.18_Corinthians,2,6.4,64,0,34,1,0,0,0,21,17,0,0,21,18,0,0,18,11,0,0,0,40,25/26
723563,Darrell Davis,25.10.18_Corinthians,2,26.2,584,2,232,177,65,51,19,33,51,16,3,38,46,12,0,9,12,2,3,3,66,25/26
723898,Erik McCree,25.10.18_Corinthians,2,26.0,1315,2,546,544,99,47,13,74,109,28,4,64,125,27,0,4,7,11,6,1,79,25/26
713017,Fernando Fernandes,25.10.18_Corinthians,2,27.0,1125,6,337,361,203,122,59,44,77,29,7,47,82,28,0,9,2,1,7,2,53,25/26
719433,Juan Arengo,25.10.18_Corinthians,2,26.0,897,1,372,306,121,37,8,45,88,22,4,62,86,14,0,1,12,7,6,3,82,25/26
712072,Lucas Rodriguez,25.10.18_Corinthians,2,23.2,376,0,133,126,61,27,0,30,38,5,4,27,46,5,0,21,2,1,1,2,42,25/26
723475,Rafael Rachel,25.10.18_Corinthians,2,19.2,339,0,116,119,75,4,0,19,47,6,3,25,44,8,0,19,6,2,1,0,42,25/26
723467,Ricardo Fischer,25.10.18_Corinthians,2,22.2,1047,0,399,380,188,25,0,70,78,19,3,61,72,29,0,10,4,3,6,5,76,25/26
703342,Vinci Oliveira,25.10.18_Corinthians,2,7.4,50,0,36,3,0,0,0,4,24,1,0,2,27,0,0,1,0,0,0,0,2,25/26
703343,Winicius Braga,25.10.18_Corinthians,2,18.8,649,0,252,309,58,5,0,47,53,11,2,25,68,11,0,15,4,2,4,1,54,25/26
709501,Yuri Neptune,25.10.18_Corinthians,2,26.4,1510,2,499,574,332,33,10,69,119,36,10,62,114,40,2,0,4,6,10,8,108,25/26
692169,Alexandre Paranhos,25.10.18_Corinthians,3,21.4,573,0,183,209,136,19,0,28,42,13,6,24,41,18,0,2,1,1,4,1,27,25/26
713851,Danilo Fuzaro,25.10.18_Corinthians,3,26.9,832,4,220,290,151,85,41,50,57,20,5,51,54,18,1,4,3,2,5,2,47,25/26
723563,Darrell Davis,25.10.18_Corinthians,3,26.1,681,1,174,234,168,80,5,31,42,19,7,33,36,20,1,8,1,1,1,5,41,25/26
723898,Erik McCree,25.10.18_Corinthians,3,23.6,618,0,162,290,87,59,0,35,49,12,2,29,41,16,1,8,2,2,4,1,39,25/26
713017,Fernando Fernandes,25.10.18_Corinthians,3,26.1,995,5,309,331,187,98,33,41,69,23,6,42,81,18,1,2,1,2,4,4,46,25/26
719433,Juan Arengo,25.10.18_Corinthians,3,25.5,593,1,184,205,130,46,4,26,33,16,5,23,49,13,0,4,6,1,1,5,47,25/26
712072,Lucas Rodriguez,25.10.18_Corinthians,3,4.6,22,0,15,0,0,0,0,4,9,0,0,4,9,0,0,5,0,0,0,0,6,25/26
723475,Rafael Rachel,25.10.18_Corinthians,3,25.3,760,1,241,285,134,65,5,42,52,22,6,37,71,20,0,6,1,2,5,2,44,25/26
723467,Ricardo Fischer,25.10.18_Corinthians,3,20.8,845,0,235,376,179,24,0,60,54,14,5,42,56,18,0,6,2,1,2,7,53,25/26
703342,Vinci Oliveira,25.10.18_Corinthians,3,6.5,30,0,21,2,0,0,0,2,17,2,0,1,21,0,0,1,1,1,1,1,14,25/26
703343,Winicius Braga,25.10.18_Corinthians,3,18.0,774,0,215,424,106,0,0,42,60,23,1,43,74,15,0,6,1,1,3,5,50,25/26
709501,Yuri Neptune,25.10.18_Corinthians,3,23.7,712,0,183,322,135,45,0,36,69,16,1,28,66,16,0,5,3,2,2,4,47,25/26
692169,Alexandre Paranhos,25.10.18_Corinthians,4,26.1,864,3,292,360,108,40,23,69,76,16,5,40,87,24,0,5,3,1,2,6,55,25/26
713851,Danilo Fuzaro,25.10.18_Corinthians,4,26.4,519,1,176,155,99,36,13,26,59,17,3,30,64,13,0,12,13,2,2,3,66,25/26
723563,Darrell Davis,25.10.18_Corinthians,4,24.2,1312,2,458,481,203,111,4,58,111,25,11,60,105,36,0,5,8,6,4,9,102,25/26
723898,Erik McCree,25.10.18_Corinthians,4,27.5,1240,1,584,458,93,22,20,70,112,19,5,65,118,15,1,10,10,7,4,1,70,25/26
713017,Fernando Fernandes,25.10.18_Corinthians,4,16.8,265,0,122,78,14,0,0,20,75,5,1,31,72,2,0,21,4,0,0,0,30,25/26
719433,Juan Arengo,25.10.18_Corinthians,4,25.9,1538,2,605,533,226,76,25,94,115,32,7,92,114,28,0,0,5,11,7,9,115,25/26
712072,Lucas Rodriguez,25.10.18_Corinthians,4,11.0,169,0,99,33,0,0,0,23,41,4,1,28,41,0,0,9,1,1,0,0,13,25/26
723475,Rafael Rachel,25.10.18_Corinthians,4,26.1,513,1,190,164,84,24,20,32,59,7,2,36,60,7,0,17,10,1,4,1,58,25/26
723467,Ricardo Fischer,25.10.18_Corinthians,4,22.8,1584,0,695,565,198,41,0,98,136,32,1,104,117,25,0,1,8,6,8,8,106,25/26
703342,Vinci Oliveira,25.10.18_Corinthians,4,9.6,131,0,68,39,0,0,0,13,46,5,0,14,49,1,0,3,4,3,7,6,79,25/26
703343,Winicius Braga,25.10.18_Corinthians,4,22.1,979,0,513,331,70,12,0,49,104,18,8,59,105,24,0,12,5,5,5,2,66,25/26
709501,Yuri Neptune,25.10.18_Corinthians,4,22.0,929,0,450,297,105,23,0,50,85,15,6,43,96,16,1,15,4,5,7,1,70,25/26
692169,Alexandre Paranhos,25.10.20_São José,1,25.9,886,1,293,397,120,36,6,42,66,24,4,43,73,18,0,2,2,2,6,1,42,25/26
713851,Danilo Fuzaro,25.10.20_São José,1,26.1,811,1,294,216,178,64,11,42,58,23,6,41,75,19,0,7,5,3,4,4,58,25/26
723563,Darrell Davis,25.10.20_São José,1,26.1,619,2,149,271,112,51,11,31,49,11,6,34,44,15,1,7,3,1,2,4,44,25/26
723898,Erik McCree,25.10.20_São José,1,22.7,938,0,331,446,97,26,0,47,77,20,7,43,78,22,0,7,3,4,5,2,56,25/26
713017,Fernando Fernandes,25.10.20_São José,1,5.4,59,0,49,0,0,0,0,2,24,0,0,2,24,0,0,1,0,0,0,0,1,25/26
719433,Juan Arengo,25.10.20_São José,1,26.0,1174,4,348,425,225,108,26,50,84,31,6,48,81,33,0,2,7,3,5,5,68,25/26
712072,Lucas Rodriguez,25.10.20_São José,1,25.9,630,2,188,190,125,85,10,30,47,22,8,33,52,21,0,6,2,2,2,4,41,25/26
723475,Rafael Rachel,25.10.20_São José,1,24.9,656,1,230,230,101,64,3,36,63,12,3,31,68,6,1,10,2,2,4,2,46,25/26
723467,Ricardo Fischer,25.10.20_São José,1,22.7,724,0,227,259,180,21,0,53,62,11,2,36,59,18,0,10,2,1,2,5,49,25/26
703343,Winicius Braga,25.10.20_São José,1,17.9,636,0,180,333,98,0,0,36,58,16,2,27,71,13,0,10,1,1,5,1,43,25/26
709501,Yuri Neptune,25.10.20_São José,1,22.4,1163,0,369,442,248,60,0,65,82,22,5,46,90,28,0,5,4,2,5,5,64,25/26
692169,Alexandre Paranhos,25.10.20_São José,2,25.7,612,2,173,250,116,26,21,26,50,17,4,24,59,17,0,3,2,1,3,3,35,25/26
713851,Danilo Fuzaro,25.10.20_São José,2,26.5,1039,4,324,355,203,76,27,49,94,35,5,49,93,30,2,0,6,6,5,6,79,25/26
723563,Darrell Davis,25.10.20_São José,2,5.8,55,0,38,0,0,0,0,4,31,0,0,9,26,0,0,14,0,0,0,0,14,25/26
723898,Erik McCree,25.10.20_São José,2,26.2,834,5,310,339,76,42,34,45,63,29,3,41,89,10,2,11,3,3,4,0,46,25/26
713017,Fernando Fernandes,25.10.20_São José,2,5.1,66,0,45,0,0,0,0,7,31,0,0,12,26,0,0,0,0,0,0,0,0,25/26
719433,Juan Arengo,25.10.20_São José,2,26.0,1440,3,472,540,265,98,13,59,95,37,6,60,97,39,0,0,4,4,4,11,89,25/26
712072,Lucas Rodriguez,25.10.20_São José,2,27.1,304,1,85,104,56,19,23,11,29,7,4,14,31,5,1,8,12,1,0,2,45,25/26
723475,Rafael Rachel,25.10.20_São José,2,25.7,906,1,304,349,168,39,6,46,83,17,5,37,81,25,0,6,4,3,5,4,64,25/26
723467,Ricardo Fischer,25.10.20_São José,2,25.2,1438,1,546,497,276,62,3,67,99,28,4,68,94,25,1,2,4,3,7,6,78,25/26
703343,Winicius Braga,25.10.20_São José,2,26.2,965,2,349,417,128,17,16,50,73,29,7,43,98,21,0,4,3,3,5,3,53,25/26
709501,Yuri Neptune,25.10.20_São José,2,23.6,871,0,274,291,202,60,0,46,75,18,4,49,71,25,0,9,2,2,2,8,66,25/26
692169,Alexandre Paranhos,25.10.20_São José,3,23.9,1200,0,317,562,217,57,0,56,106,24,11,68,97,35,0,3,1,1,8,6,69,25/26
713851,Danilo Fuzaro,25.10.20_São José,3,22.5,418,0,167,153,54,21,0,26,41,13,1,18,47,9,1,8,4,1,5,0,39,25/26
723563,Darrell Davis,25.10.20_São José,3,26.5,726,2,193,304,141,45,15,36,62,16,8,28,60,29,0,3,1,1,1,6,38,25/26
723898,Erik McCree,25.10.20_São José,3,26.6,1067,3,343,418,157,90,19,50,94,17,3,51,84,22,1,4,3,5,5,1,52,25/26
713017,Fernando Fernandes,25.10.20_São José,3,5.1,40,0,26,0,0,0,0,4,24,0,0,5,24,0,0,0,0,0,0,0,0,25/26
719433,Juan Arengo,25.10.20_São José,3,25.6,660,1,164,240,159,70,10,28,46,11,2,20,36,20,1,1,12,1,1,3,49,25/26
712072,Lucas Rodriguez,25.10.20_São José,3,26.1,1098,2,268,442,262,73,19,53,72,25,12,43,78,30,3,5,2,2,3,7,63,25/26
723475,Rafael Rachel,25.10.20_São José,3,19.6,530,0,200,203,80,16,0,32,72,7,1,30,66,10,0,10,3,1,4,0,38,25/26
723467,Ricardo Fischer,25.10.20_São José,3,22.4,823,0,282,285,196,26,0,40,54,15,5,42,48,20,0,5,3,1,1,2,28,25/26
703343,Winicius Braga,25.10.20_São José,3,20.1,250,0,92,99,38,5,0,12,33,8,0,16,36,3,0,4,1,1,1,0,13,25/26
709501,Yuri Neptune,25.10.20_São José,3,24.9,1042,1,279,410,274,43,5,38,84,27,1,29,79,30,0,3,2,2,5,6,64,25/26
692169,Alexandre Paranhos,25.10.20_São José,4,26.0,1454,2,441,605,230,83,15,88,121,40,8,80,152,29,0,6,5,4,8,5,86,25/26
713851,Danilo Fuzaro,25.10.20_São José,4,19.0,166,0,120,10,9,3,0,13,25,1,1,11,32,1,0,25,5,1,0,0,37,25/26
723563,Darrell Davis,25.10.20_São José,4,27.1,951,1,351,339,156,49,14,51,74,29,6,45,89,27,1,8,8,4,3,3,60,25/26
723898,Erik McCree,25.10.20_São José,4,26.2,1179,2,517,424,114,39,23,65,112,23,10,64,119,25,0,9,6,7,6,1,68,25/26
713017,Fernando Fernandes,25.10.20_São José,4,11.0,153,0,92,28,0,0,0,12,44,2,0,27,38,0,0,1,0,0,0,0,1,25/26
719433,Juan Arengo,25.10.20_São José,4,26.1,1284,2,514,439,177,64,18,66,107,27,9,70,103,29,1,0,10,6,10,6,106,25/26
712072,Lucas Rodriguez,25.10.20_São José,4,21.4,311,0,87,92,91,15,0,27,31,8,1,30,35,5,0,25,3,1,2,1,45,25/26
723475,Rafael Rachel,25.10.20_São José,4,23.2,725,0,266,270,90,60,0,53,67,17,3,43,74,16,0,18,5,2,6,1,60,25/26
723467,Ricardo Fischer,25.10.20_São José,4,25.5,1290,1,642,364,146,55,6,88,105,27,7,82,106,27,0,6,7,5,5,6,83,25/26
703343,Winicius Braga,25.10.20_São José,4,4.8,42,0,28,0,0,0,0,6,23,0,0,7,23,0,0,1,0,0,0,0,1,25/26
709501,Yuri Neptune,25.10.20_São José,4,24.5,1718,1,572,695,309,72,2,101,121,32,6,91,124,35,0,3,7,7,9,8,108,25/26
692169,Alexandre Paranhos,25.10.23_Mogi,1,26.0,922,2,213,407,174,80,16,51,76,18,5,40,73,30,0,6,1,2,6,5,61,25/26
713851,Danilo Fuzaro,25.10.23_Mogi,1,25.0,498,1,187,164,84,21,3,37,52,19,0,31,59,13,0,9,5,2,5,1,48,25/26
723563,Darrell Davis,25.10.23_Mogi,1,26.1,1112,3,299,412,241,111,17,34,76,26,6,34,71,34,0,0,6,3,2,10,76,25/26
723898,Erik McCree,25.10.23_Mogi,1,24.8,903,1,241,400,187,33,3,54,69,21,7,40,66,29,1,6,3,2,6,5,64,25/26
713017,Fernando Fernandes,25.10.23_Mogi,1,7.6,48,0,35,3,0,0,0,0,23,0,0,3,22,0,0,1,0,0,0,0,1,25/26
719433,Juan Arengo,25.10.23_Mogi,1,26.7,996,1,336,372,175,65,10,43,67,28,5,47,72,25,1,0,8,3,4,7,73,25/26
712072,Lucas Rodriguez,25.10.23_Mogi,1,26.0,378,2,120,133,76,25,7,16,24,11,5,25,26,12,1,5,1,1,3,0,24,25/26
723475,Rafael Rachel,25.10.23_Mogi,1,26.0,603,1,241,223,65,36,8,36,70,12,1,28,76,10,1,4,6,4,5,0,47,25/26
723467,Ricardo Fischer,25.10.23_Mogi,1,22.8,570,0,221,204,73,45,0,28,56,7,5,31,50,12,1,4,2,2,3,2,36,25/26
703342,Vinci Oliveira,25.10.23_Mogi,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/26
703343,Winicius Braga,25.10.23_Mogi,1,24.0,521,0,196,237,56,13,0,21,43,14,3,28,43,12,0,2,1,2,4,0,28,25/26
709501,Yuri Neptune,25.10.23_Mogi,1,26.3,1183,2,327,421,286,83,17,43,103,26,9,35,100,37,0,0,4,3,6,8,80,25/26
692169,Alexandre Paranhos,25.10.23_Mogi,2,21.4,367,0,156,126,47,14,0,22,43,7,1,25,40,8,0,4,1,1,2,0,20,25/26
713851,Danilo Fuzaro,25.10.23_Mogi,2,28.8,593,1,216,202,106,27,14,29,57,14,3,28,53,17,1,5,10,1,3,3,56,25/26
723563,Darrell Davis,25.10.23_Mogi,2,22.7,872,0,257,363,178,40,0,35,76,17,5,46,59,25,0,7,5,1,1,7,63,25/26
723898,Erik McCree,25.10.23_Mogi,2,27.7,1235,3,381,544,159,82,24,59,95,22,5,58,92,24,1,3,6,3,6,4,69,25/26
713017,Fernando Fernandes,25.10.23_Mogi,2,7.5,76,0,53,3,0,0,0,9,25,1,0,8,27,0,0,1,0,0,0,0,1,25/26
719433,Juan Arengo,25.10.23_Mogi,2,26.0,1183,2,393,487,187,47,17,66,92,30,7,66,92,36,0,0,3,6,5,8,85,25/26
712072,Lucas Rodriguez,25.10.23_Mogi,2,5.7,22,0,12,0,0,0,0,6,14,0,0,5,15,0,0,12,0,0,0,0,12,25/26
723475,Rafael Rachel,25.10.23_Mogi,2,22.0,719,0,199,331,147,14,0,41,61,12,3,33,68,15,1,7,5,3,5,3,58,25/26
723467,Ricardo Fischer,25.10.23_Mogi,2,23.8,759,0,258,276,150,43,0,36,56,20,4,38,52,22,0,10,3,2,2,6,59,25/26
703342,Vinci Oliveira,25.10.23_Mogi,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/26
703343,Winicius Braga,25.10.23_Mogi,2,21.0,1129,0,407,523,138,23,0,55,84,25,2,60,99,17,0,6,4,2,6,4,64,25/26
709501,Yuri Neptune,25.10.23_Mogi,2,26.0,862,3,242,309,197,52,22,41,73,18,3,37,78,18,1,7,4,3,6,2,59,25/26
692169,Alexandre Paranhos,25.10.23_Mogi,3,21.6,988,0,287,473,160,27,0,55,79,26,2,42,87,23,1,2,1,2,4,7,61,25/26
713851,Danilo Fuzaro,25.10.23_Mogi,3,27.6,775,2,230,278,157,48,20,34,67,27,6,37,64,24,1,4,3,2,3,5,53,25/26
723563,Darrell Davis,25.10.23_Mogi,3,25.3,895,1,197,354,224,84,3,42,67,29,6,44,68,26,0,0,4,2,2,9,66,25/26
723898,Erik McCree,25.10.23_Mogi,3,23.9,833,0,281,369,119,24,0,44,61,26,3,53,69,22,0,4,1,6,5,1,51,25/26
713017,Fernando Fernandes,25.10.23_Mogi,3,7.3,37,0,22,3,0,0,0,5,19,2,0,6,21,0,0,0,0,0,0,0,0,25/26
719433,Juan Arengo,25.10.23_Mogi,3,18.7,598,0,202,250,105,5,0,34,63,20,0,40,62,17,0,4,5,1,1,6,47,25/26
712072,Lucas Rodriguez,25.10.23_Mogi,3,26.2,247,1,100,56,31,25,19,9,26,6,2,12,24,7,1,3,1,1,1,0,13,25/26
723475,Rafael Rachel,25.10.23_Mogi,3,23.3,481,0,156,195,70,42,0,23,38,17,0,29,36,15,0,9,3,1,4,0,34,25/26
723467,Ricardo Fischer,25.10.23_Mogi,3,24.9,584,1,207,223,94,30,8,27,46,14,5,29,48,17,0,8,1,0,2,4,39,25/26
703342,Vinci Oliveira,25.10.23_Mogi,3,6.5,29,0,19,1,0,0,0,3,17,1,0,1,20,0,0,1,0,0,0,0,1,25/26
703343,Winicius Braga,25.10.23_Mogi,3,25.9,352,1,116,156,47,14,6,24,25,11,0,20,29,10,0,1,0,1,2,0,15,25/26
709501,Yuri Neptune,25.10.23_Mogi,3,27.6,1208,3,340,421,301,61,33,45,93,44,6,44,109,33,0,0,2,2,6,7,69,25/26
692169,Alexandre Paranhos,25.10.23_Mogi,4,21.8,1135,0,472,445,127,31,0,67,113,27,5,57,129,28,0,7,4,1,5,6,71,25/26
713851,Danilo Fuzaro,25.10.23_Mogi,4,22.5,203,0,124,30,8,11,0,11,34,4,2,17,33,2,1,24,6,1,0,0,40,25/26
723563,Darrell Davis,25.10.23_Mogi,4,21.1,942,0,430,326,116,14,0,50,92,21,2,76,78,21,0,1,16,5,2,8,93,25/26
723898,Erik McCree,25.10.23_Mogi,4,25.8,1202,1,540,449,95,49,4,67,116,21,9,71,112,23,1,10,8,9,4,0,67,25/26
713017,Fernando Fernandes,25.10.23_Mogi,4,6.4,77,0,53,1,0,0,0,10,32,0,0,13,30,1,0,0,0,0,0,0,1,25/26
719433,Juan Arengo,25.10.23_Mogi,4,26.1,1817,3,766,635,234,59,24,110,145,33,7,104,141,32,1,0,6,7,5,13,120,25/26
712072,Lucas Rodriguez,25.10.23_Mogi,4,25.9,476,1,154,153,94,33,13,28,45,10,2,25,46,10,0,12,1,1,2,1,33,25/26
723475,Rafael Rachel,25.10.23_Mogi,4,18.8,660,0,225,264,124,10,0,42,71,12,0,40,69,10,0,18,7,3,2,1,51,25/26
723467,Ricardo Fischer,25.10.23_Mogi,4,21.3,1159,0,545,328,183,39,0,73,96,28,7,84,90,29,0,9,8,3,4,8,88,25/26
703342,Vinci Oliveira,25.10.23_Mogi,4,6.7,57,0,36,3,0,0,0,7,31,0,0,7,31,0,0,1,0,0,0,0,1,25/26
703343,Winicius Braga,25.10.23_Mogi,4,19.8,420,0,139,207,44,4,0,22,49,9,2,28,45,8,0,10,1,2,2,1,31,25/26
709501,Yuri Neptune,25.10.23_Mogi,4,26.1,936,3,351,307,138,65,23,43,83,25,4,43,83,26,0,13,4,3,7,1,65,25/26
692169,Alexandre Paranhos,25.10.27_Pato,1,24.0,808,0,210,374,147,43,0,36,59,18,6,40,61,23,0,1,2,1,6,3,46,25/26
713851,Danilo Fuzaro,25.10.27_Pato,1,27.9,904,7,258,308,167,90,46,46,66,23,7,33,68,23,1,1,7,2,2,8,69,25/26
723563,Darrell Davis,25.10.27_Pato,1,26.0,824,3,214,277,152,131,22,32,74,14,4,40,53,23,0,0,8,3,1,8,69,25/26
723898,Erik McCree,25.10.27_Pato,1,22.1,494,0,222,201,34,7,0,31,52,16,2,33,56,12,0,4,3,3,2,1,32,25/26
723896,Jordan Williams,25.10.27_Pato,1,20.4,455,0,213,178,36,11,0,24,30,13,1,19,40,8,0,2,1,1,4,0,23,25/26
719433,Juan Arengo,25.10.27_Pato,1,25.8,823,2,255,318,144,62,11,44,52,22,7,55,65,17,0,7,0,1,3,5,48,25/26
712072,Lucas Rodriguez,25.10.27_Pato,1,5.1,20,0,12,0,0,0,0,2,13,0,0,5,10,0,0,6,0,0,0,0,6,25/26
723475,Rafael Rachel,25.10.27_Pato,1,26.2,1115,2,302,430,251,74,23,49,97,21,4,43,90,29,0,4,4,2,7,4,64,25/26
723467,Ricardo Fischer,25.10.27_Pato,1,22.6,828,0,343,278,130,31,0,47,68,16,4,58,63,22,0,2,2,2,3,3,43,25/26
703343,Winicius Braga,25.10.27_Pato,1,24.8,699,1,245,299,107,14,4,33,63,16,7,34,66,17,0,0,1,2,5,1,33,25/26
709501,Yuri Neptune,25.10.27_Pato,1,26.0,1139,2,320,420,259,67,31,61,79,25,7,46,96,23,0,3,2,3,7,6,70,25/26
692169,Alexandre Paranhos,25.10.27_Pato,2,24.1,1258,1,525,437,154,73,2,60,115,35,3,74,133,23,0,4,3,5,8,3,70,25/26
713851,Danilo Fuzaro,25.10.27_Pato,2,27.6,905,2,400,243,145,39,12,44,95,23,5,52,90,22,1,2,12,3,6,3,75,25/26
723563,Darrell Davis,25.10.27_Pato,2,26.7,1298,2,462,380,242,114,36,55,100,35,9,82,90,32,1,1,7,4,5,10,96,25/26
723898,Erik McCree,25.10.27_Pato,2,25.9,1200,1,534,432,131,36,6,66,111,29,3,69,119,26,0,6,6,8,6,1,67,25/26
723896,Jordan Williams,25.10.27_Pato,2,20.8,236,0,88,82,33,21,0,12,20,7,2,11,22,6,0,6,2,1,2,1,25,25/26
719433,Juan Arengo,25.10.27_Pato,2,26.5,974,1,388,294,179,37,18,67,77,29,8,58,94,28,0,6,6,3,6,5,76,25/26
712072,Lucas Rodriguez,25.10.27_Pato,2,6.5,18,0,7,1,0,0,0,7,8,0,0,5,11,0,0,2,0,0,0,0,2,25/26
723475,Rafael Rachel,25.10.27_Pato,2,23.8,416,0,197,105,64,17,0,21,56,7,0,25,49,9,0,7,13,3,2,0,55,25/26
723467,Ricardo Fischer,25.10.27_Pato,2,26.0,624,4,199,197,114,72,17,23,34,12,4,28,34,18,0,17,1,1,2,4,49,25/26
703343,Winicius Braga,25.10.27_Pato,2,19.7,286,0,81,134,50,11,0,23,21,5,4,16,25,8,0,12,1,1,2,1,28,25/26
709501,Yuri Neptune,25.10.27_Pato,2,23.3,1218,0,455,399,259,48,0,59,104,23,4,46,110,24,0,6,4,5,9,3,77,25/26
692169,Alexandre Paranhos,25.10.27_Pato,3,25.5,1030,1,409,412,132,29,5,47,85,26,4,43,90,27,0,3,1,1,4,8,63,25/26
713851,Danilo Fuzaro,25.10.27_Pato,3,25.6,682,1,227,256,126,36,5,36,51,20,6,37,55,18,0,11,2,1,2,6,60,25/26
723563,Darrell Davis,25.10.27_Pato,3,24.8,755,1,232,303,121,71,3,43,50,20,2,38,55,21,0,6,6,1,1,8,67,25/26
723898,Erik McCree,25.10.27_Pato,3,26.0,1125,3,428,447,105,70,20,55,100,23,4,50,121,18,0,5,2,7,8,0,62,25/26
723896,Jordan Williams,25.10.27_Pato,3,19.1,790,0,359,288,88,5,0,48,72,19,4,39,73,19,0,2,2,5,5,0,43,25/26
719433,Juan Arengo,25.10.27_Pato,3,26.2,1022,2,365,372,184,48,13,51,80,25,11,43,72,37,0,3,7,0,5,8,76,25/26
712072,Lucas Rodriguez,25.10.27_Pato,3,8.4,10,0,5,2,0,0,0,4,3,1,0,3,5,0,0,3,0,0,0,0,3,25/26
723475,Rafael Rachel,25.10.27_Pato,3,24.9,452,1,141,212,64,11,2,28,48,11,0,26,52,10,0,11,6,1,5,0,47,25/26
723467,Ricardo Fischer,25.10.27_Pato,3,24.5,907,1,369,322,146,13,3,55,74,18,3,59,72,21,0,5,2,3,5,5,59,25/26
703343,Winicius Braga,25.10.27_Pato,3,25.3,651,1,210,265,112,27,7,30,62,8,6,31,62,16,0,1,1,2,5,1,38,25/26
709501,Yuri Neptune,25.10.27_Pato,3,25.9,748,2,262,202,155,70,19,35,66,19,7,31,63,27,0,8,1,1,4,4,49,25/26
692169,Alexandre Paranhos,25.10.27_Pato,4,21.3,1436,0,586,592,153,21,0,90,122,37,4,73,143,29,0,5,6,4,6,10,104,25/26
713851,Danilo Fuzaro,25.10.27_Pato,4,26.1,995,2,448,303,113,57,8,56,89,21,8,63,85,30,0,5,12,4,4,6,89,25/26
723563,Darrell Davis,25.10.27_Pato,4,27.3,825,3,244,268,164,71,33,43,68,25,4,52,52,26,0,12,10,1,0,8,76,25/26
723898,Erik McCree,25.10.27_Pato,4,22.2,571,0,300,197,24,5,0,33,67,9,1,42,69,3,0,16,5,3,1,0,40,25/26
723896,Jordan Williams,25.10.27_Pato,4,22.1,474,0,243,129,56,11,0,21,49,9,1,30,42,7,0,8,7,3,2,0,44,25/26
719433,Juan Arengo,25.10.27_Pato,4,25.1,1283,1,492,410,220,90,3,88,107,22,6,74,100,30,1,2,11,7,6,6,96,25/26
712072,Lucas Rodriguez,25.10.27_Pato,4,7.3,78,0,51,16,0,0,0,7,11,2,0,13,10,0,0,3,0,0,0,1,8,25/26
723475,Rafael Rachel,25.10.27_Pato,4,26.0,1236,2,415,437,229,77,24,60,101,27,7,60,103,34,0,2,13,3,6,6,95,25/26
723467,Ricardo Fischer,25.10.27_Pato,4,25.3,1245,2,480,407,237,49,5,73,96,18,6,70,95,24,0,3,10,5,5,4,83,25/26
703343,Winicius Braga,25.10.27_Pato,4,5.6,53,0,44,0,0,0,0,4,16,0,0,4,17,0,0,7,0,0,0,0,7,25/26
709501,Yuri Neptune,25.10.27_Pato,4,25.9,509,2,214,134,70,42,11,25,64,9,2,32,56,8,0,21,2,1,1,3,46,25/26
